sentiment,topic,sentence
2,0,tận_tâm nhiệt_tình .
0,1,giáo_trình .
2,0,phương_pháp tư sinh_viên sinh_viên giải_quyết .
2,0,giảng_dạy linh_động tập .
2,0,giảng_viên giảng_dạy tận_tình vui_vẻ giúp học_viên thức kiến_thức .
0,2,cải_thiện chất phòng máy thực_hành .
2,0,lựa hàng_đầu môn kinh_tế .
0,1,tập rèn_luyện kỹ_năng giao_tiếp .
2,0,nhiệt_tình giảng_dạy .
2,0,thoải_mái .
0,0,mặt thầy quên colondoublesurprise .
0,0,nội_dung môn_học thầy triển_khai khung thầy dạy servlet sinh_viên góp thầy chủ_nhiệm .
1,1,sinh_viên học thông trang mạng thông email giảng_viên .
0,1,slide giảng lẫn_lộn việt tiếng việt giảng_viên google dịch đọc .
2,0,truyền tận_tâm .
2,0,nhiệt_tình thân_thiện sinh_viên .
2,0,giảng_viên tận_tâm dạy_học cảm_hứng học_tập sinh_viên .
0,1,sinh_viên hoàn_thành đồ_án môn_học .
2,0,thầy vui truyền_tải thông tuyệt_vời .
0,0,đôi mơ_hồ sinh_viên khía_cạnh cũ chương chương .
0,0,hy_vọng thầy cải_tiến hoạt_động sôi_nổi .
0,1,nhàm_chán nâng kiến_thức .
2,0,thầy dạy nhiệt_tình vui .
2,0,thầy nhiệt_huyết gủi sinh_viên .
1,1,tập khắt_khe .
0,1,thời khóa biểu học thực_hành sinh_viên thực_hành .
0,0,tốc_độ giải .
0,1,tài_liệu tiếng ôn thi .
2,0,giảng_dạy tận_tình vui_vẻ .
2,0,giảng_viên dạy tâm_huyết kỹ sinh_viên nhiệt_tình giúp_đỡ .
0,0,khả_năng truyền kiến_thức .
0,2,nâng chất trang_thiết .
2,0,giảng_viên vui thân_thiện .
0,2,đầu_tư thiết sinh_viên mượn điện_thoại android window phone .
2,0,thầy dạy tâm_huyết .
0,1,phân_chia hợp_lý chất học_tập .
2,0,thầy nhiệt_tình vui_vẻ .
2,0,tận_tâm nhiệt_tình giảng_giải sinh_viên tỉ_mỉ .
0,1,máy học_sinh_viên phân_tán .
2,0,nhiệt_tình tâm_huyết .
0,3,tiền tùy nghèo lỗi tiền thuế đóng_góp gọi xây_dựng .
2,1,dạng tập ràng tài_liệu cung .
2,0,giảng_viên dạy tận_tình cung kiến_thức sinh_viên .
0,1,học .
0,3,tổ_chức hội_thảo nội_dung môn_học .
2,0,dạy trọng_tâm .
0,0,đề_nghị thầy share slide giảng_dạy lớp .
0,2,trang trang_thiết phòng thực_hành phòng lab sinh_viên thực_hành học_thiết .
2,0,thầy giảng_dạy nhiệt_tình vui .
0,1,cải_tiến hệ_thống chấm online update tập học_sinh bảng xếp_hạng codefun miền bắc .
2,1,giảng .
2,0,kiến_thức thầy dạy bổ_ích .
0,0,hạn_chế dạy slide .
0,0,sâu .
0,0,thầy lớp giấc xuyên đi trễ .
0,2,chất phòng máy kém .
2,0,phong giảng_dạy .
2,0,giáo_viên giảng_dạy ví_dụ thực_tiễn .
0,1,tuân_thủ .
2,0,thầy nhiệt_tình năng_động học thầy kiến_thức gói gọn nội_dung môn_học .
2,0,thầy giảng kỹ .
2,0,nhiệt_tình giảng_dạy giải_đáp thắc_mắc chi_tiết cung kiến_thức_thiết kiểm_tra .
0,0,thầy giảng truyền hơi ví_dụ sinh_viên .
0,0,giảng_dạy giảng_viên rối_rắm .
0,3,điện_thoại liên_lạc .
1,0,học thầy kiến thầy .
0,1,nội_dung thực_hành doubledot tuần thực_hành_lý_thuyết lớp giảng_viên hướng đồ_án kỳ .
2,0,giảng_viên cường giải đề .
0,2,thiết_thực_hành .
2,0,nhiệt_tình giúp_đỡ sinh_viên .
2,0,giảng .
0,1,tập wireshark .
0,2,sở vật_chất yếu_kém slide giảng giáo phòng học nóng .
2,0,thầy giải tập sinh_viên giúp sinh_viên củng_cố kiến_thức học lý_thuyết .
2,0,vui_vẻ nhiệt_tình tâm_huyết .
0,2,thiết di_động sinh_viên thực_hành thiết chương_trình mô máy .
2,0,thầy dạy code mẫu .
2,0,hài thầy tốc_độ hiễu .
0,1,thống nội_dung môn_học thi phòng đào .
2,0,thầy dạy nhiệt_tình bao chê_bai sinh_viên mặc hướng sinh_viên suy tích_cực cố_gắng .
2,0,giảng_dạy nhiệt_tình sinh_viên .
0,1,kỹ_năng thiết toeic đọc .
0,1,kính mong giảng_viên tập giúp sinh_viên luyện_tập nắm_bắt nội_dung môn_học vận_dụng hiệu giúp_ích học môn .
0,2,trọng học thực_hành phòng máy đáp_ứng doubledot trình biên_dịch giáo_viên thực_hành hiệu thực_hành .
0,0,thầy wzjwz cọc lốc thầy thầy quát mặt tạt lạnh xưng_hô mày tao xưng ẩn móc bắt_bẻ sinh_viên .
2,0,thầy hướng đồ_án tận_tình giải_đáp thắc_mắc sinh_viên đồ_án .
2,3,giúp sinh_viên thoải_mái học .
2,0,giảng_dạy tận_tình .
0,0,hơi .
0,1,kiến_thức tiếp_thu_phân .
0,0,thầy tập .
2,1,tưởng_chừng môn_học giúp sinh_viên định_hướng công tương_lai .
0,2,học phòng công_trình thi_công ồn học gián_đoạn .
0,0,thầy sửa tập lớp thầy giảng lý_thuyết hiệu .
0,0,thầy .
2,0,giảng_dạy tích_cực .
0,1,sinh_viên dám .
2,0,dạy tận_tình .
0,0,khí lớp_học sôi_nổi .
0,1,tập thực_hành tuần hơi mong tập giảng_viên cung giải kỹ sinh_viên nghiên_cứu .
2,0,thầy thoáng thoải_mái .
0,0,thầy tương_tác sinh_viên mail modle đôi thắc_mắc thầy phản_hồi .
1,1,kiến_thức đơn_giản .
0,1,lý_thuyết lặp_chán thu_hút .
2,0,thầy dạy nhiệt_tình .
1,0,giảng_viên giảng_dạy môn_học .
2,0,thầy .
0,0,sinh_viên câu xác sinh_viên .
2,1,chấm dựa độ thấu khuyên hữu_ích .
2,0,nhiệt_tình giảng_dạy .
2,0,thầy vui_vẻ .
2,0,giảng kỹ .
0,1,thực_hành .
2,0,giảng_dạy nhiệt_tình .
2,0,giảng_dạy .
2,0,nhiệt_tình_thương .
2,0,giảng_viên dạy truyền_cảm_hứng hợp_lý .
2,0,giảng_viên dạy tận_tâm nhiệt_tình .
0,3,lướt .
2,0,giảng_viên chuyên_môn kiến_thức rộng giải_đáp thắc_mắc sinh_viên .
2,0,giảng_viên hiền_lành nhiệt_tình giúp_đỡ sinh_viên sinh_viên .
2,0,giảng_viên tận_tình .
2,0,thầy nhiệt_tình năng_nổ .
2,0,truyền_cảm_hứng hướng sinh_viên học_tập trường .
2,0,học thoải_mái áp_lực .
2,0,thương giảng tận_tình .
2,0,dạy tập .
2,0,thầy giảng_dạy nhiệt_tình sửa tập cẩn_thận .
1,0,giảng_viên lớp .
2,0,thầy giảng_viên dạy toán trường .
0,1,môn_học chương_trình học hơi môn dược chia môn cấu_trúc liệu cấu_trúc liệu gộp thành sinh_viên tải nổi kiến_thức .
0,2,kết_nối_mạng phòng lab .
2,0,nhiệt_tình phương_pháp giảng_dạy hiệu truyền tiếp_thu truyền_cảm_hứng động_lực học_tập sinh_viên .
0,1,luyện .
2,0,giảng_viên giảng_dạy truyền_cảm cảm_giác ham học hệ_thống tập dồi phong_phú .
2,0,thầy giảng .
0,0,thầy dạy slide giảng hơi .
2,0,dạy thú_vị động_lực .
2,0,thầy dạy vui_vẻ áp_lực khắt_khe .
0,0,giải cặn_kẽ đi_sâu .
2,0,tập colonsmile .
2,0,giảng_viên vui_vẻ nhiệt_tình .
2,0,giảng_viên nhiệt_tình phương_pháp giảng_dạy .
2,0,giảng_viên tâm_huyết nhiệt_tình giảng .
2,0,thầy wzjwz dạy nhiệt_tình .
2,0,nhiệt_tình giảng hợp_lý vận_dụng .
2,0,giảng_viên dạy nhiệt_tình truyền kiến .
0,0,học_tập sót giảng_viên nhiệt_tình giảng_dạy .
2,0,học .
2,0,tiếp_cận sinh_viên thân_thiện phương_pháp dạy khoa_học tiếp_thu .
0,0,chữ_viết .
0,0,xuyên nghỉ thông_báo .
0,0,dạy hơi năng_lực .
2,0,giáo_viên nhiệt_tình tận_tâm giúp_đỡ sinh_viên .
2,0,thầy kinh_nghiệm .
0,0,su giảng_dạy lan_man hiệu .
0,0,giảng_viên giảng nhiệt_tình vui_vẻ sinh_viên giảng .
0,0,thầy dạy sức hút nhàm_chán buồn_ngủ sinh_viên .
2,0,thầy giảng_viên dạy_học tâm .
2,0,thầy dạy nhiệt_tình hăng_hái .
0,0,giọng êm êm buồn_ngủ .
2,0,truyền kinh_nghiệm sinh_viên .
0,0,phản_ánh kết tập lơ cười đi đáp_án .
2,0,thầy hài_hước ngành it thiết_thực .
2,0,thầy wzjwz gũi sinh_viên thầy phát_âm tiếng .
0,2,phòng học ồn cạnh khu xây_dựng .
2,0,giảng tiếp_thu nhiệt_tình .
0,0,lớp nghỉ tuần liên_tiếp nghỉ .
0,0,mong thực_hành giảng_viên .
0,0,giảng .
2,0,dạy nhiệt_tình cung thông sinh_viên .
2,0,thầy nhiệt_tình học_sinh .
2,3,học .
0,0,hình đăng_ký thầy dạy thầy dạy dạy .
0,0,giảng_dạy tập hướng sinh_viên hướng giải_quyết .
2,0,thầy tận_tình giúp_đỡ sinh_viên .
2,0,thầy giảng phong dạy độc_đáo .
2,0,thầy wzjwz vui nhiệt_tình .
0,1,môn wzjwz giảng_dạy môn wzjwz học môn chuyên_ngành .
2,0,chất giáo_viên nhiệt_tình .
2,0,giảng_viên dạy nhiệt_tình .
0,0,thầy dạy sát slide kiến_thức tập .
0,1,trao dồi kỹ_năng speaking listening .
0,1,tập .
2,0,dạy tâm_huyết_học_sinh truyền .
1,0,giời lớp .
2,0,ngiêm túc cứng_rắn học .
0,0,mail bổ_sung thực_hành giáo_viên hồi_đáp mail sửa giảng_viên reply đồng xét đồng .
0,0,up slide module chậm .
2,0,thầy demo giúp sinh_viên .
1,3,nope .
2,0,thầy tập đa_dạng .
0,1,tiếng việt slide ghi ràng chỗ slide giảng dịch google dịch .
2,0,sinh_viên truyền kiến_thức bổ_ích .
0,3,
2,0,tiết học thầy vui .
0,2,học phòng chất phòng học máy_lạnh .
0,0,giảng_viên truyền dạy chán thu_hút dạy lắm .
2,0,hướng tận_tình trình_bày hướng đẹp phong thể_hiện thái_độ nghiêm_túc công giảng_dạy .
2,0,giảng vận_dụng .
2,0,thầy vui dạy cung thông hữu_ích sinh_viên .
2,0,thầy chuyên_nghiệp .
0,0,giảng hơi .
2,0,bầu_khí thoải_mái sinh_viên .
2,0,hài phương_pháp giảng_dạy thầy .
2,0,dạy nhiệt_tình sát môn_học .
0,0,kỹ đôi lặp_đi lặp lớp_học hiệu .
0,0,mong giáo_viên giải_đáp tập sinh_viên lớp .
0,0,đầu_tư công_cụ dạy_học .
2,0,giảng_viên .
2,0,giảng .
0,1,thang đầu khóa học ràng quán thang khóa .
0,0,thầy hứa up kỳ kỳ .
0,1,thực_hành .
2,0,nhiệt_tình sinh_viên tư_tưởng thoải_mái .
2,0,sinh_viên chép kiến_thức rèn_luyện_tập dạy nhiệt_tình .
1,0,hoạt_động .
0,0,giảng_viên áp_dụng mô_hình scrum project thành_công .
2,0,thực_tiễn giúp bọn tiếp_thu hứng_thú học .
0,3,xúc sinh_viên .
0,3,
2,0,ân tận_tụy .
0,2,máy_chiếu nét toàn thẻ sinh_viên phòng .
2,0,nhiệt_tình sẵn_sàng giảng kiến_thức sinh_viên nắm học lý_thuyết .
0,2,nâng trang_thiết phòng học .
2,0,giảng_viên nhiệt_tình truyền kiến_thức .
0,0,giảng lý_thuyết kỹ .
0,0,thầy share slide sinh_viên .
2,0,tâm_huyết nghề .
2,0,dạy tận_tình .
2,0,thầy nhiệt_tình phụ sinh_viên .
1,0,nổi mặt thầy fraction colondoublesurprise .
0,2,phòng thực_hành nâng bổ_sung thiết kiện thực_hành .
0,0,giảng_viên trao_đổi sinh_viên giao tập giải thắc_mắc sinh_viên môn_học .
2,0,thân_thiện học_sinh truyền_cảm_hứng động_lực .
0,0,thầy kiểm_tra .
2,0,thầy khắt_khe chuyên_ngành .
2,0,thầy dạy .
0,0,học mục_đích .
0,1,cung tài_liệu học_tập môn_học .
0,0,dạy thầy nhàm_chán hoạt_động tập thầy áp sát lý_thuyết .
0,1,tập hướng phương_pháp giải .
2,0,đôi học_sinh bận thầy .
0,1,lớp hai đi học .
1,1,chia thực_hành .
2,0,thầy wzjwz nhiệt_huyết giảng_dạy .
2,0,thầy vui đi hi_hi .
2,0,giảng_viên nhiệt_tình chắt_lọc nội_dung rộng kiến_thức môn .
2,0,thầy giảng tận_tâm sinh_viên .
0,0,mong thống thầy giảng_dạy môn .
0,3,ổn
2,0,giảng_viên tận_tâm dạy .
2,0,học hiệu .
0,0,lôi .
0,0,thầy lớp nghỉ thầy thông_báo vô_lý .
2,0,nhiệt_tình truyền kiến_thức sinh_viên .
0,1,lý_thuyết thực_hành đi_đôi .
1,3,thân .
0,0,thầy dạy tệ .
0,1,tập .
0,2,phòng học màn chiếu mờ ban quản_lý lắp rèm sinh_viên giảng_viên thuận_tiện học_tập giảng_dạy .
2,0,giáo_viên .
0,1,cân giảng_dạy sinh_viên yếu trở .
2,0,nhiệt_tình giảng thương .
2,0,giảng_viên dạy .
0,1,tài_liệu cung .
0,0,thầy kỹ hoạt_động lớp thành_viên đóng_góp nghiêm_túc .
0,0,giáo_viên lớp muộn điện_thoại lớp xuyên nghỉ dạy thông_báo .
0,0,đề_nghị tập .
0,0,mong thầy giảng_giải tập .
1,0,thầy đề thực_hành toàn code notepad nộp test đồ_án thực_hành .
0,3,sinh_động .
2,0,dạy nhiệt_tình .
2,0,giáo_viên truyền đê sâu .
0,1,cung sâu môn_học trừu_tượng .
2,0,giảng_viên dạy nội_dung .
0,0,hướng kỹ .
2,0,nhiệt_tình chi_tiết .
0,0,thầy chép sửa .
0,0,khả_năng truyền đi lắm .
2,0,thầy nhiệt_tình dạy kỹ thầy vui .
2,0,giảng_viên nhiệt_tình vui_vẻ học vui .
0,0,dạy hấp kích sinh_viên hoạt_động .
1,3,thưa .
2,1,kiến_thức môn_học tương_đối giúp sinh_viên nắm phương_pháp thức học_tập môn chuyên_ngành .
2,0,giảng_dạy khí sôi_nổi lớp .
2,0,trình_bày giảng khoa_học hợp_lý .
0,0,lớp thầy hiệu lắm tương_tác sinh_viên lớp nắm tình_hình_học_viên .
2,0,thầy thương nhiệt_tình dạy .
0,1,học tiết .
2,0,vui hiền nhiệt_tình gũi sinh_viên colonsmilesmile .
0,1,nắm_bắt .
0,0,đôi thầy hơi sợ sợ .
2,1,rèn_luyện kỹ_năng giao_tiếp dạng đứng lớp tiếng .
2,0,thầy hướng thực_hành .
2,1,cập_nhật kiến_thức .
2,0,giảng_viên nhiệt_tình lớp .
0,0,thầy dạy hơi .
0,0,giảng_viên truyền .
0,0,nghỉ thông_báo sinh_viên sinh_viên đứng đợi giảng_viên .
2,0,giảng_dạy chi_tiết học .
0,1,kiến_thức trọng_tâm .
2,1,tiết học vui_vẻ thoải_mái .
0,0,tương_tác sinh_viên .
2,0,thân_thiện nhiệt_tình .
0,1,sinh_viên mặc đồ_án chi_tiết khía_cạnh .
2,0,hướng phương_pháp học_tập hiệu .
0,0,thầy hoạt_động trao_đổi sinh_viên .
2,0,thầy dạy trọng_tâm học .
2,0,tập tập ví_dụ điển_hình .
2,3,giúp .
2,0,thầy giảng .
0,0,giảng_viên giảng hơi nhàm_chán cảm_giác buồn_ngủ chỗ hơi lan_man .
0,0,giáo_viên giạy thụ_động nhàm_chán sinh_viên .
0,0,thầy tận_tâm kỹ_năng sư_phạm .
0,1,nội_dung hơi bớt .
2,0,thầy dạy tận_tình học_sinh giảng kỹ giảng thầy .
0,0,mong thầy giải tập lớp .
0,1,học ngắn giảng_viên chủ_đề sinh_viên .
2,0,giáo_viên tận_tâm nhiệt_tình .
0,0,mong môn thực_hành giáo_viên chat box forum sinh_viên trao_đổi chóng giải_đáp thắc_mắc giáo_viên .
2,0,dạy .
0,2,hệ_thống ổ điện ngầm tiện sinh_viên cắm laptop phục_vụ học_tập .
2,1,chất môn_học .
2,0,dạy nhiệt_tình kiên_nhẫn sinh_viên .
0,3,sai sai sửa_đổi khắc_phục .
2,0,thầy dạy thầy dạy .
2,0,giáo_viên tận_tâm .
2,0,thầy vui dạy .
1,0,hoạt_động giảng_dạy hài .
1,1,học lý_thuyết thực_hành .
2,1,môn_học kiến_thức .
0,1,nội_dung thực_hành cũ đổi sát .
0,1,code ví_dụ chiếu slide .
2,0,dạy tận_tâm .
2,0,thầy dạy nhiệt_tình kiến_thức bổ_ích .
2,0,thầy dạy nhiệt_tình tận_tâm .
0,0,giảng hơi .
0,1,mong môn áp_dụng đồ_án .
0,0,giải ví_dụ tập .
0,1,thành học đầu xong học hai .
0,0,đề_nghị thầy chấm chéo đồ_án báo_cáo chéo đồ_án .
0,0,dạy phụ slide truyền .
2,0,slide giảng tiếng giúp nâng trình_độ đọc tài_liệu chuyên_ngành nâng kiến_thức sinh_viên .
0,0,học quy_định .
2,0,chuyên_nghiệp .
2,0,giảng_viên thoải_mái hòa đồng .
2,0,thầy dạy .
0,0,truyền kiến_thức thầy lắm đi nắm_bắt kiến_thức .
0,0,thầy nghỉ hơi .
0,0,giảng_viên cung tài_liệu học_tập sinh_viên .
2,0,thầy dạy nhiêt tình kỹ .
2,0,thầy dạy kiến_thức rộng học slide tiếng .
2,0,thầy dạy phụ chương_trình .
0,0,slide thầy đọc cực_kỳ buồn_ngủ .
0,2,cải_tiến trang_thiết phòng thực_hành .
0,0,giảng_viên dạy hạn_chế sinh_viên .
0,0,hi_vọng tiết học thầy đi_sâu kiến_thức chuyên_môn bớt thời hoạt_động liên_hệ .
2,0,chân_thành thầy .
1,3,kiến .
1,3,
0,0,chấm giảng_viên năng_lực sinh_viên .
1,3,kiến mục .
1,0,thức thầy dạy .
0,0,giảng .
0,2,thiết âm .
0,1,phát_hành giáo_trình chuẩn môn_học .
1,1,hình thầy cung toàn tài_liệu học .
0,1,lịch thực_hành thông_báo .
2,0,thầy dạy nhiệt_tình .
0,2,lắp quạt phòng dãy quạt dãy nóng màn che cửa_sổ ổ_cắm điện .
0,0,lớp toàn paper .
1,1,kiến_thức ứng_dụng toán .
2,0,giảng_viên giảng_dạy môn thực_hành .
2,0,wzjwz nhiệt_tình giảng kỹ .
2,0,thầy wzjwz nhiệt_tình giảng_dạy .
0,0,kỳ thi kỳ cấu_trúc liệu lý_thuyết chủ_yếu thi thuật_toán xếp thầy tập thuật_toán xếp .
2,0,giảng_viên nhiệt_tình gũi sinh_viên .
1,0,hề báo .
0,1,them tài_liệu video hướng .
0,0,giảng_viên tập giải chậm sâu dạng toán dạng toán .
0,2,thực_hành thiết giảng_viên đem thiết bày mẫu lớp .
0,1,môn_học chuyên_sâu mục biên_soạn giáo_trình chuyên_sâu .
2,0,thầy dạy .
0,1,thời khóa biểu phân_chia hợp_lý học lý_thuyết học thực_hành .
2,1,cung tập sinh_viên tham_khảo .
0,0,thầy dạy sâu học .
0,0,
0,0,thầy hầu giải_đáp thắc_mắc sinh_viên tập mắc lỗi hời_hợt .
2,0,tận_dụng rộng .
2,0,công .
2,0,thầy giảng kỹ tập giúp sinh_viên ứng_dụng học .
2,0,dạy vui_vẻ sinh_viên cung kiến_thức_thiết .
0,1,giảng hơi .
0,1,trường_học lý_thuyết môn .
2,0,xuyên tổ_chức thảo_luận thực_hành .
0,0,giảng_viên dạy hơi .
2,3,giúp học_tập .
2,0,thầy dạy tận_tình .
2,0,thầy dạy chi_tiết .
2,0,tận_tụy sinh_viên .
2,0,thầy nhiệt_tình kiến_thức sâu_rộng cung kiến_thức .
0,0,hầu học giảng_viên đi dạy thời khoá_biểu giảng_viên dời lịch học kiến sinh_viên sinh_viên lịch học môn .
0,1,nhiêu tập .
0,0,giảng kiến_thức học_sinh .
0,1,thất_vọng dạy thực_hành thầy .
0,0,góp doubledot thầy tiếp_cận cân ngoại_ngữ kiến_thức chuyên_ngành .
1,0,thầy dạy lý_thuyết .
2,0,thầy dạy .
0,0,tập .
2,0,giảng_viên nhiệt_tình học_sinh .
0,0,môn_học lab học lab thi kỳ thầy lớp quy_định .
0,1,slide hơi .
0,0,giáo_viên thực_hành sinh_viên tận_tình .
2,0,giảng_viên lớp .
